,Player,Country,Team,Assists,Season,season_start
5674,Nathan Tella,England,Southampton FC,1,2021-2022,2021
5675,Luke Thomas,England,Leicester City,1,2021-2022,2021
5676,Takehiro Tomiyasu,Japan,Arsenal FC,1,2021-2022,2021
5677,Trincão,Portugal,Wolverhampton Wanderers,1,2021-2022,2021
5678,Virgil van Dijk,Netherlands,Liverpool FC,1,2021-2022,2021
5679,Raphaël Varane,France,Manchester United,1,2021-2022,2021
5680,Joël Veltman,Netherlands,Brighton & Hove Albion,1,2021-2022,2021
5681,Timo Werner,Germany,Chelsea FC,1,2021-2022,2021
5682,Brandon Williams,England,Norwich City,1,2021-2022,2021
5683,Neco Williams,Wales,Liverpool FC,1,2021-2022,2021
5684,Harry Winks,England,Tottenham Hotspur,1,2021-2022,2021
5685,Yoane Wissa,Congo DR,Brentford FC,1,2021-2022,2021
5686,Wilfried Zaha,Ivory Coast,Crystal Palace,1,2021-2022,2021
5687,Kevin De Bruyne,Belgium,Manchester City,16,2022-2023,2022
5688,Mo Salah,Egypt,Liverpool FC,12,2022-2023,2022
5689,Leandro Trossard,Belgium,Brighton & Hove Albion,12,2022-2023,2022
5690,Michael Olise,France,Crystal Palace,11,2022-2023,2022
5691,Bukayo Saka,England,Arsenal FC,11,2022-2023,2022
5692,Riyad Mahrez,Algeria,Manchester City,10,2022-2023,2022
5693,Trent Alexander-Arnold,England,Liverpool FC,9,2022-2023,2022
5694,Morgan Gibbs-White,England,Wolverhampton Wanderers,9,2022-2023,2022
5695,James Maddison,England,Leicester City,9,2022-2023,2022
5696,Bruno Fernandes,Portugal,Manchester United,8,2022-2023,2022
5697,Christian Eriksen,Denmark,Manchester United,8,2022-2023,2022
5698,Pascal Groß,Germany,Brighton & Hove Albion,8,2022-2023,2022
5699,Erling Haaland,Norway,Manchester City,8,2022-2023,2022
5700,Bryan Mbeumo,Cameroon,Brentford FC,8,2022-2023,2022
5701,Ivan Perišić,Croatia,Tottenham Hotspur,8,2022-2023,2022
5702,Andy Robertson,Scotland,Liverpool FC,8,2022-2023,2022
5703,Jack Grealish,England,Manchester City,7,2022-2023,2022
5704,Jack Harrison,England,Leeds United,7,2022-2023,2022
5705,Alex Iwobi,Nigeria,Everton FC,7,2022-2023,2022
5706,Dejan Kulusevski,Sweden,Tottenham Hotspur,7,2022-2023,2022
5707,Solly March,England,Brighton & Hove Albion,7,2022-2023,2022
5708,Martin Ødegaard,Norway,Arsenal FC,7,2022-2023,2022
5709,Jacob Ramsey,England,Aston Villa,7,2022-2023,2022
5710,Dominic Solanke,England,AFC Bournemouth,7,2022-2023,2022
5711,Kieran Trippier,England,Newcastle United,7,2022-2023,2022
5712,Granit Xhaka,Switzerland,Arsenal FC,7,2022-2023,2022
5713,Andreas Pereira,Brazil,Fulham FC,6,2022-2023,2022
5714,Douglas Luiz,Brazil,Aston Villa,6,2022-2023,2022
5715,Phil Foden,England,Manchester City,6,2022-2023,2022
5716,Gabriel Jesus,Brazil,Arsenal FC,6,2022-2023,2022
5717,Mathias Jensen,Denmark,Brentford FC,6,2022-2023,2022
5718,Kaoru Mitoma,Japan,Brighton & Hove Albion,6,2022-2023,2022
5719,Rodri,Spain,Manchester City,6,2022-2023,2022
5720,Heung-min Son,South Korea,Tottenham Hotspur,6,2022-2023,2022
5721,Ollie Watkins,England,Aston Villa,6,2022-2023,2022
5722,Joe Willock,England,Newcastle United,6,2022-2023,2022
5723,Bernardo Silva,Portugal,Manchester City,5,2022-2023,2022
5724,Jarrod Bowen,England,West Ham United,5,2022-2023,2022
5725,Bruno Guimarães,Brazil,Newcastle United,5,2022-2023,2022
5726,Pervis Estupiñán,Ecuador,Brighton & Hove Albion,5,2022-2023,2022
5727,Gabriel Martinelli,Brazil,Arsenal FC,5,2022-2023,2022
5728,Pierre-Emile Højbjerg,Denmark,Tottenham Hotspur,5,2022-2023,2022
5729,Kelechi Iheanacho,Nigeria,Leicester City,5,2022-2023,2022
5730,Marcus Rashford,England,Manchester United,5,2022-2023,2022
5731,Allan Saint-Maximin,France,Newcastle United,5,2022-2023,2022
5732,Kenny Tete,Netherlands,Fulham FC,5,2022-2023,2022
5733,Ben White,England,Arsenal FC,5,2022-2023,2022
5734,Willian,Brazil,Fulham FC,5,2022-2023,2022
5735,Callum Wilson,England,Newcastle United,5,2022-2023,2022
5736,Leon Bailey,Jamaica,Aston Villa,4,2022-2023,2022
5737,Patson Daka,Zambia,Leicester City,4,2022-2023,2022
5738,Diogo Jota,Portugal,Liverpool FC,4,2022-2023,2022
5739,Eberechi Eze,England,Crystal Palace,4,2022-2023,2022
5740,Wilfried Gnonto,Italy,Leeds United,4,2022-2023,2022
5741,İlkay Gündoğan,Germany,Manchester City,4,2022-2023,2022
5742,Sean Longstaff,England,Newcastle United,4,2022-2023,2022
5743,Harrison Reed,England,Fulham FC,4,2022-2023,2022
5744,Roberto Firmino,Brazil,Liverpool FC,4,2022-2023,2022
5745,Marcus Tavernier,England,AFC Bournemouth,4,2022-2023,2022
5746,Ivan Toney,England,Brentford FC,4,2022-2023,2022
5747,Kostas Tsimikas,Greece,Liverpool FC,4,2022-2023,2022
5748,Jamie Vardy,England,Leicester City,4,2022-2023,2022
5749,James Ward-Prowse,England,Southampton FC,4,2022-2023,2022
5750,Brenden Aaronson,USA,Leeds United,3,2022-2023,2022
5751,Ché Adams,Scotland,Southampton FC,3,2022-2023,2022
5752,Álex Moreno,Spain,Aston Villa,3,2022-2023,2022
5753,Michail Antonio,Jamaica,West Ham United,3,2022-2023,2022
5754,Jordan Ayew,Ghana,Crystal Palace,3,2022-2023,2022
5755,Saïd Benrahma,Algeria,West Ham United,3,2022-2023,2022
5756,Casemiro,Brazil,Manchester United,3,2022-2023,2022
5757,Timothy Castagne,Belgium,Leicester City,3,2022-2023,2022
5758,Cheick Doucouré,Mali,Crystal Palace,3,2022-2023,2022
5759,Brennan Johnson,Wales,Nottingham Forest,3,2022-2023,2022
5760,Harry Kane,England,Tottenham Hotspur,3,2022-2023,2022
5761,Neeskens Kebano,Congo DR,Fulham FC,3,2022-2023,2022
5762,Lucas Paquetá,Brazil,West Ham United,3,2022-2023,2022
5763,John McGinn,Scotland,Aston Villa,3,2022-2023,2022
5764,Dwight McNeil,England,Everton FC,3,2022-2023,2022
5765,Christian Nørgaard,Denmark,Brentford FC,3,2022-2023,2022
5766,Darwin Núñez,Uruguay,Liverpool FC,3,2022-2023,2022
5767,Dango Ouattara,Burkina Faso,AFC Bournemouth,3,2022-2023,2022
5768,Pedro Porro,Spain,Tottenham Hotspur,3,2022-2023,2022
5769,Richarlison,Brazil,Tottenham Hotspur,3,2022-2023,2022
5770,Jadon Sancho,England,Manchester United,3,2022-2023,2022
5771,Fabian Schär,Switzerland,Newcastle United,3,2022-2023,2022
5772,Tomáš Souček,Czech Republic,West Ham United,3,2022-2023,2022
5773,Raheem Sterling,England,Chelsea FC,3,2022-2023,2022
5774,Danny Welbeck,England,Brighton & Hove Albion,3,2022-2023,2022
5775,Harry Wilson,Wales,Fulham FC,3,2022-2023,2022
5776,Yoane Wissa,Congo DR,Brentford FC,3,2022-2023,2022
5777,Hakim Ziyech,Morocco,Chelsea FC,3,2022-2023,2022
5778,Carlos Alcaraz,Argentina,Southampton FC,2,2022-2023,2022
5779,Miguel Almirón,Paraguay,Newcastle United,2,2022-2023,2022
5780,Antony,Brazil,Manchester United,2,2022-2023,2022
5781,Armel Bella-Kotchap,Germany,Southampton FC,2,2022-2023,2022
5782,Rodrigo Bentancur,Uruguay,Tottenham Hotspur,2,2022-2023,2022
5783,Emiliano Buendia,Argentina,Aston Villa,2,2022-2023,2022
5784,Carlos Vinícius,Brazil,Fulham FC,2,2022-2023,2022
5785,Ben Chilwell,England,Chelsea FC,2,2022-2023,2022
5786,Levi Colwill,England,Brighton & Hove Albion,2,2022-2023,2022
5787,Lewis Cook,England,AFC Bournemouth,2,2022-2023,2022
5788,Cucurella,Spain,Chelsea FC,2,2022-2023,2022
5789,Danilo,Brazil,Nottingham Forest,2,2022-2023,2022
5790,Joshua Dasilva,England,Brentford FC,2,2022-2023,2022
5791,Ben Davies,Wales,Tottenham Hotspur,2,2022-2023,2022
5792,Emmanuel Dennis,Nigeria,Nottingham Forest,2,2022-2023,2022
5793,Kiernan Dewsbury-Hall,England,Leicester City,2,2022-2023,2022
5794,Luis Díaz,Colombia,Liverpool FC,2,2022-2023,2022
5795,Diogo Dalot,Portugal,Manchester United,2,2022-2023,2022
5796,Moussa Djénépo,Mali,Southampton FC,2,2022-2023,2022
5797,Abdoulaye Doucouré,Mali,Everton FC,2,2022-2023,2022
5798,Odsonne Édouard,France,Crystal Palace,2,2022-2023,2022
5799,Harvey Elliott,England,Liverpool FC,2,2022-2023,2022
5800,Julio Enciso,Paraguay,Brighton & Hove Albion,2,2022-2023,2022
5801,Fabinho,Brazil,Liverpool FC,2,2022-2023,2022
5802,Fábio Vieira,Portugal,Arsenal FC,2,2022-2023,2022
5803,Wout Faes,Belgium,Leicester City,2,2022-2023,2022
5804,Evan Ferguson,Ireland,Brighton & Hove Albion,2,2022-2023,2022
5805,Enzo Fernández,Argentina,Chelsea FC,2,2022-2023,2022
5806,Fred,Brazil,Manchester United,2,2022-2023,2022
5807,Cody Gakpo,Netherlands,Liverpool FC,2,2022-2023,2022
5808,Alejandro Garnacho,Argentina,Manchester United,2,2022-2023,2022
5809,Joe Gelhardt,England,Leeds United,2,2022-2023,2022
5810,Sam Greenwood,England,Leeds United,2,2022-2023,2022
5811,Jordan Henderson,England,Liverpool FC,2,2022-2023,2022
5812,Rico Henry,England,Brentford FC,2,2022-2023,2022
5813,Danny Ings,England,West Ham United,2,2022-2023,2022
5814,João Moutinho,Portugal,Wolverhampton Wanderers,2,2022-2023,2022
5815,Michael Keane,England,Everton FC,2,2022-2023,2022
5816,Thilo Kehrer,Germany,West Ham United,2,2022-2023,2022
5817,Lloyd Kelly,England,AFC Bournemouth,2,2022-2023,2022
5818,Mateo Kovačić,Croatia,Chelsea FC,2,2022-2023,2022
5819,Clément Lenglet,France,Tottenham Hotspur,2,2022-2023,2022
5820,Alexis Mac Allister,Argentina,Brighton & Hove Albion,2,2022-2023,2022
5821,Sékou Mara,France,Southampton FC,2,2022-2023,2022
5822,Marc Roca,Spain,Leeds United,2,2022-2023,2022
5823,Anthony Martial,France,Manchester United,2,2022-2023,2022
5824,Tyrone Mings,England,Aston Villa,2,2022-2023,2022
5825,Tyrick Mitchell,England,Crystal Palace,2,2022-2023,2022
5826,Mason Mount,England,Chelsea FC,2,2022-2023,2022
5827,Mykhaylo Mudryk,Ukraine,Chelsea FC,2,2022-2023,2022
5828,Jacob Murphy,England,Newcastle United,2,2022-2023,2022
5829,Reiss Nelson,England,Arsenal FC,2,2022-2023,2022
5830,Amadou Onana,Belgium,Everton FC,2,2022-2023,2022
5831,Frank Onyeka,Nigeria,Brentford FC,2,2022-2023,2022
5832,Romain Perraud,France,Southampton FC,2,2022-2023,2022
5833,Luke Shaw,England,Manchester United,2,2022-2023,2022
5834,Emile Smith Rowe,England,Arsenal FC,2,2022-2023,2022
5835,John Stones,England,Manchester City,2,2022-2023,2022
5836,Crysencio Summerville,Netherlands,Leeds United,2,2022-2023,2022
5837,Thiago Silva,Brazil,Chelsea FC,2,2022-2023,2022
5838,Youri Tielemans,Belgium,Leicester City,2,2022-2023,2022
